ID_Empleado,Edad,Genero,Departamento,Anios_En_La_Empresa,Ingreso_Mensual,Satisfaccion_Laboral,Balance_Vida_Trabajo,Horas_Extras,Rol_Trabajo,Anios_Desde_Ultima_Promocion,Veces_Entrenamiento_Ano,Rotacion
67cdc553-9be9-4470-92a1-5ccd8155f074,54,Female,Sales,1,11934,3,4,No,Executive,8,4,No
ffc018f4-7490-4d06-93fa-5e6efa8ea1fd,42,Female,IT,9,7185,1,3,Yes,Technician,3,8,No
dbd8392a-4111-4eed-bee2-e6b0824ba1cc,33,Female,Finance,9,14102,2,1,No,Executive,0,9,No
a2ef5fa5-7e36-4076-a47e-0849532e24a6,41,Male,IT,16,14473,1,4,No,Manager,5,0,No
8faf5138-be9d-469c-8bd2-663c4e5ae550,40,Male,Finance,0,8797,4,1,Yes,Executive,8,8,No
2bf26a72-5b16-4c92-965c-c1251d6a036a,38,Female,Marketing,19,3925,2,3,Yes,Engineer,0,7,Yes
dc35d0ff-db40-4196-91e5-cea00a790d8e,40,Male,HR,5,7303,4,1,No,Executive,4,4,Yes
5bf1ef44-54eb-47ca-901c-dde15ea322d2,32,Female,IT,9,8341,3,1,No,Technician,6,7,Yes
8a3af2ff-74a9-4dd5-9183-ebe6606e3905,33,Female,HR,11,8265,3,3,Yes,Engineer,9,4,No
d1b4b17f-3940-4606-a4c6-865aeb7b3ff5,52,Female,Sales,15,3043,3,4,No,Technician,2,3,No
71f6ed92-0ebb-4067-aee3-8b447b35b543,21,Male,HR,11,10159,4,4,No,Manager,3,3,No
cf7f6600-badb-4ef7-a77e-4750657df556,23,Female,HR,7,8225,4,4,Yes,Executive,6,5,No
3150bfb4-71b9-4204-b328-2c195a6c45b5,24,Male,HR,9,3551,3,3,Yes,Analyst,5,8,No
5b38842c-711d-40df-8d31-c662c1d41d1e,40,Male,HR,12,7497,3,1,No,Technician,9,5,No
b95bb9c7-4968-45ad-a93c-f82a28b4d47e,24,Female,Marketing,14,4536,2,2,No,Technician,8,7,No
fdcd7b4c-2465-4ba2-8e80-947b8ed04025,36,Female,Marketing,2,3128,4,2,No,Executive,8,5,No
c737c2b8-1179-4823-8e53-1df7278073e2,23,Male,Marketing,11,11514,4,4,Yes,Engineer,2,3,No
dbd029d6-65e8-4720-a774-60f3b8fb39ed,32,Male,Finance,16,9133,3,4,Yes,Manager,9,6,No
7a252f44-593e-498b-a4a2-e206a821cec4,28,Male,Finance,12,3881,1,1,No,Technician,5,4,No
15cf369e-863d-44b0-823f-e2af7bd674c3,26,Female,Sales,14,9210,2,4,Yes,Technician,2,6,No
f4c70680-c18f-4012-b891-5a865a0e5daa,24,Female,Sales,9,10555,2,3,No,Engineer,5,5,Yes
60a67923-5a67-4c1b-ab48-dc616d2c890b,57,Female,Finance,18,11526,2,2,No,Engineer,7,7,No
bbf353e3-f753-4aad-988b-0f8a8dc6696e,33,Male,Sales,19,11540,4,1,Yes,Executive,8,5,Yes
3da26c1d-9542-42a6-89c8-0273937d5431,36,Female,Finance,3,9805,3,4,No,Technician,0,6,No
09070844-9329-4ee9-bee8-2d80ceb5aac7,57,Female,IT,2,12860,3,3,No,Analyst,5,2,No
84edc4fd-c929-41d7-a203-f4ad824b1c15,48,Male,Marketing,17,12648,1,2,No,Analyst,2,6,No
625a0886-2dfa-4310-809f-5fce371a266c,46,Female,Finance,15,7491,2,3,No,Technician,0,9,No
89b30e5b-179c-4f15-bd47-b5dcea051b80,47,Female,Finance,7,3738,4,2,No,Technician,1,4,No
dfdcc38a-87f5-41ef-b634-cbaa8ae4ba14,33,Male,IT,0,14236,2,1,No,Analyst,8,3,Yes
28bc91fd-81c7-4ff4-addb-fe7a8d99f5f3,32,Female,Finance,17,13420,1,4,Yes,Engineer,8,9,Yes
84441dca-c2bc-478c-871d-e8a5600710b1,38,Male,Marketing,11,11507,1,3,No,Analyst,9,3,No
2229a6d1-e89a-4820-a494-0212f5543a20,56,Female,Sales,4,7490,4,1,No,Technician,7,2,No
c2cd0029-6b94-4b00-b41f-a00cb8c9b9c3,43,Male,HR,15,10098,2,4,No,Technician,2,3,No
cda83515-b137-45c8-a74e-fe9a48defcad,49,Female,Sales,4,13080,1,2,No,Manager,8,3,No
368f11eb-aeaa-4558-9b63-dc0e3845e3b4,50,Female,HR,0,5029,2,4,Yes,Executive,6,4,No
f84b072c-7ad9-40a5-9080-48f742bc78cf,36,Female,IT,8,8035,4,2,Yes,Analyst,2,1,No
d59e5f90-17cb-4d05-9153-5e129f864662,34,Female,HR,17,6130,2,4,Yes,Manager,6,9,Yes
d23b03ac-853b-4103-af50-49bfec93ff6e,42,Female,Marketing,4,4203,1,1,No,Analyst,7,5,No
09e51972-8f74-45ed-bc89-63146a20c03a,46,Male,Marketing,4,7762,2,1,Yes,Technician,4,0,No
74c0876f-bb92-478a-a4bd-9de0635a18eb,35,Male,HR,12,3085,2,1,Yes,Manager,6,6,Yes
9d322349-75df-4e2c-8423-c316ef039f5b,35,Female,HR,10,6038,1,1,Yes,Technician,0,6,No
fae96b3d-ffc0-48bf-94e8-d4d7145939df,40,Male,HR,16,11754,4,2,Yes,Executive,6,0,Yes
dccfed0c-1aa1-4494-ab75-7a511a81f444,30,Female,IT,0,14325,3,3,Yes,Engineer,1,7,No
7d4af373-5232-40f3-acba-c2a880b0dcfb,46,Male,IT,11,3015,4,3,Yes,Executive,9,4,No
8d621cc7-4244-481b-a0e3-b6f8fc50430f,50,Female,Marketing,13,13705,2,3,Yes,Analyst,8,5,No
627e4432-0dd6-4a2d-97ae-f1903088de90,49,Female,HR,10,6546,1,1,Yes,Technician,6,6,No
6bc22d14-3257-4a80-a24d-2e33012a18e0,58,Male,IT,7,4492,2,3,Yes,Analyst,3,6,No
611699d7-9c69-4e5d-8aa3-dd1239ad553c,56,Female,Sales,2,5640,2,2,Yes,Analyst,8,0,No
857723af-06d0-4d16-a071-80d15fdeae04,52,Female,HR,5,4075,3,3,No,Technician,4,3,No
64685f59-efb7-4a27-95a5-272aeff9cf72,47,Male,IT,11,12417,3,3,Yes,Engineer,3,3,No
4ffcb467-fd29-4459-a667-332e324a4ea0,39,Male,IT,9,7813,2,4,No,Analyst,3,1,No
23de5c01-dca5-4421-946c-f4261fb06120,51,Male,IT,14,6725,1,2,Yes,Executive,5,1,No
e7628db0-67cc-45f9-b790-9ed30c024e47,21,Female,IT,3,13499,2,2,Yes,Executive,3,9,No
3912d5cd-0396-4818-a6be-007270932e13,21,Female,Marketing,1,3345,4,4,Yes,Executive,2,5,Yes
ec7308c4-56b0-44da-ae0d-a35fec236261,21,Male,Finance,13,11389,4,2,Yes,Executive,5,9,No
8257fdcf-4183-4fa7-ac74-43ffaec8efc9,54,Female,HR,16,14760,3,4,Yes,Executive,7,0,No
2a14551c-f4ff-44bb-b101-845284cc6163,48,Male,HR,17,13988,1,2,No,Engineer,4,2,No
0bacfda7-73d2-405c-9059-e4fb3d8e71f4,54,Female,Marketing,8,3488,3,1,No,Executive,9,7,No
04d2c8f0-db86-4141-8524-6c66ccda9d51,29,Female,HR,9,3151,1,2,Yes,Manager,0,1,No
ff8d22e1-f8bb-4534-a6d9-0262cba2d75c,23,Male,Finance,16,10257,3,3,No,Analyst,2,9,No
0cce2b60-28c8-4316-bd8b-29594dbec7be,58,Female,IT,6,10966,3,2,Yes,Engineer,4,3,No
dffae2c8-c61a-429f-936b-e93f5d6551ca,53,Female,IT,11,13012,4,2,Yes,Engineer,2,4,No
1924a2df-0859-4bab-a0a8-7f9c43dc2ef9,44,Male,IT,19,9183,2,1,No,Technician,8,9,Yes
7e12eef8-6ac2-474f-85b8-a690e05106c6,36,Female,Marketing,10,10945,4,1,Yes,Technician,0,4,Yes
184b8206-e1e8-4d18-9872-a7ab1c5daef4,36,Male,IT,19,11504,4,2,Yes,Manager,2,0,No
ebd21524-c0b2-4a4b-9aa8-5b4570f5d080,43,Female,Finance,4,12418,2,2,Yes,Analyst,0,8,No
d7f10ddc-b6a1-4598-9ff8-c98f46177842,33,Female,Sales,3,12019,1,4,No,Engineer,3,7,No
6a36be95-9ca2-4ced-92f2-5eff4fb469ec,54,Male,Marketing,3,13985,1,2,Yes,Manager,7,1,No
a44ced2a-a404-4000-b7c1-0aef6b4eb9b0,25,Male,Marketing,11,3679,3,2,No,Executive,8,4,No
d1ce2e7f-34ae-45b4-b972-a20144ede577,27,Female,IT,0,13835,4,3,No,Analyst,5,6,No
09bf8e41-0fe7-461c-a7f8-66faa0eb24e4,47,Male,IT,19,6713,3,4,Yes,Engineer,9,3,No
340f09d2-bc5a-4964-a771-ab609110b913,50,Female,Marketing,11,9865,3,4,No,Manager,8,2,No
be28ad1f-95c6-4c83-8688-f828d0be180b,41,Female,HR,14,6899,4,2,No,Executive,2,6,No
a6fa15d5-b8a7-4919-b432-4c00fe013831,34,Male,Sales,0,11669,3,3,No,Technician,4,4,No
02dffd29-e37e-424c-9e84-5f827ea49e79,36,Female,HR,9,9795,1,4,Yes,Technician,6,1,No
49b5ac09-f335-4e06-8b67-4f6cd96dab45,53,Male,Sales,9,8549,4,2,Yes,Technician,7,0,No
10e3561f-0f22-4d69-acce-8cff50982003,30,Male,Marketing,3,14673,3,4,Yes,Analyst,0,1,No
348ac5b7-7715-4eb6-ad14-c4d03fbdd6d1,33,Female,Finance,4,5414,2,4,Yes,Manager,8,6,No
f29204e3-3e0d-40b9-a0fa-876119029b12,53,Male,IT,6,13139,3,4,No,Technician,1,4,No
867938d3-4ed8-466d-a572-7b83497ca2f4,29,Female,HR,1,2174,2,1,No,Manager,2,4,Yes
348c0091-2196-4a24-8d07-c16fa9d644bf,40,Male,Marketing,11,10275,1,4,Yes,Engineer,3,4,Yes
7da68e3e-d964-4e19-a650-8fd2425f29d6,46,Female,HR,2,8759,4,3,No,Manager,4,6,Yes
3139512f-91fb-4d4b-b108-27c2aaa1929b,31,Female,HR,0,13079,4,4,Yes,Analyst,4,2,No
a4341e07-236f-46c1-b1aa-a3ebd7aa2682,48,Male,IT,14,6002,4,4,No,Executive,9,0,No
026490a1-991c-4b17-8315-2801c5bd5163,29,Female,HR,5,14502,3,3,No,Engineer,9,7,No
7ece80b8-9584-463e-8b1f-b54fc8941448,34,Female,Sales,17,8211,4,1,No,Analyst,3,3,No
cfe43bba-157e-4ea3-ac19-9aeeeb29194c,21,Female,IT,14,3966,3,4,Yes,Engineer,8,2,No
b15f9f16-7e16-4997-8dbf-e678cda796d1,41,Male,Finance,10,3797,4,1,No,Engineer,0,9,No
a6cb13c9-00f4-4f44-ab01-b7935cb14542,28,Male,Marketing,17,10248,1,1,No,Manager,6,6,No
ea50489d-a254-4dae-b068-b5468a0a2198,38,Male,HR,0,10255,2,1,Yes,Engineer,4,5,Yes
3c2287da-d394-4461-ad1a-767df88df317,39,Male,Marketing,1,2591,3,2,No,Manager,0,6,No
b69b809a-7785-4a06-8a63-942597a510f6,28,Male,Finance,4,12985,3,2,Yes,Executive,9,9,No
b17bb30b-5641-4e24-8136-e67daca0dda4,52,Male,Sales,19,6030,1,2,Yes,Manager,0,4,No
6e5aa7aa-8397-4460-9ead-1526e2075f52,20,Female,HR,16,9198,1,4,Yes,Technician,5,2,Yes
273fe885-ad6c-4840-851b-76d6fca9f376,56,Female,Finance,9,9417,3,4,No,Executive,1,6,No
c679dd2f-62d4-4b91-896d-8060684934be,27,Female,Finance,2,5329,2,2,No,Engineer,5,1,No
5470b867-8fc7-4c0c-93e7-b1d7019e7687,53,Female,Marketing,17,9035,2,4,Yes,Manager,4,9,No
46030afc-c450-4877-a19e-db0f41b23585,30,Female,IT,8,13385,2,3,No,Executive,0,9,No
ec82710b-5599-46fa-ad31-7d54f550a18a,50,Female,Sales,8,2557,1,1,Yes,Engineer,0,7,Yes
9afab225-0e6e-4e30-8055-56fa389fcc58,36,Male,IT,11,4866,2,3,Yes,Executive,0,0,Yes
a601cab2-fe1e-47d1-a606-1e3619225848,58,Female,HR,17,3906,3,3,Yes,Analyst,9,9,No
5da1a02b-5db3-42a9-a36f-0dd2877851de,27,Female,Sales,12,4268,4,3,No,Manager,6,1,Yes
c9f5efd3-c7d9-4f67-9eed-67d176d23f22,42,Female,Marketing,0,5544,4,1,No,Analyst,0,6,No
85bc3428-bfbe-4193-9afc-4008821e9468,57,Female,Finance,1,3612,2,3,Yes,Manager,1,6,No
a06967f2-bc88-458a-96bc-ece3e59e06e5,40,Female,Marketing,10,10546,1,2,Yes,Engineer,9,7,Yes
a6af57c7-9343-4ddd-9b42-3d4158330dde,25,Female,IT,16,3092,2,1,No,Engineer,0,8,No
f4d85917-258a-4621-b92a-a1b3a84deb05,44,Female,IT,10,10460,2,3,No,Technician,0,6,No
5b36e091-3e33-4cb1-8297-b0d5710c2709,40,Male,IT,8,14417,4,1,Yes,Technician,5,6,No
68126948-2032-43f4-8245-bc32f3aca156,29,Male,Finance,7,5893,4,4,Yes,Manager,9,0,No
f1218039-9a7c-41d0-8e86-f88c067a1443,27,Male,IT,5,3669,2,3,Yes,Engineer,5,6,No
25f364ee-abcd-41bc-b649-e6aa587dead3,44,Male,Marketing,9,8892,1,1,No,Technician,7,4,No
5e274247-8ec1-4b05-92e7-6b383ed7dfee,34,Female,Sales,10,2685,1,4,No,Analyst,2,4,No
b64bb2b1-a02c-4116-8264-c06b088ea341,53,Female,IT,18,6493,3,3,Yes,Technician,3,4,No
9c12d336-6a85-40aa-972b-d267d450b82b,29,Male,Finance,19,12593,4,2,No,Manager,8,0,No
30c65d1e-0d6a-4f7d-9648-b70b93dfc7da,47,Male,Finance,8,10744,2,1,Yes,Engineer,4,7,No
da6fc84d-66b1-41a3-9b1f-7289ce5492d0,55,Female,Marketing,9,3070,4,1,Yes,Manager,1,4,Yes
e5ae9d88-23be-4631-9b9c-0605620906b4,56,Female,HR,11,9395,4,3,No,Technician,4,2,No
48caf6df-4d44-4031-88d3-7cf35c97186e,34,Male,IT,7,10706,3,2,Yes,Manager,6,5,Yes
8aa57d70-2217-468e-8ac0-d03422e739bd,51,Male,Finance,0,9767,3,3,No,Engineer,8,0,No
2a70f209-21f3-420a-9b36-60e4df8a190c,23,Male,IT,19,13627,2,4,Yes,Executive,2,8,Yes
86bc959a-6424-4d17-afd7-851f02678c67,45,Male,IT,8,3688,4,2,No,Executive,6,8,No
58e5e656-ebf4-496a-907b-23c21bea520e,55,Male,IT,2,11412,4,1,No,Analyst,4,7,No
70637513-a5a4-4dab-8cf6-b6b6ec9f3939,27,Male,IT,14,8464,1,4,No,Manager,6,6,No
462770d8-dc72-46e9-a994-ddcb7f92c174,23,Male,Marketing,0,9807,3,4,Yes,Engineer,1,4,No
47dbb5f3-27c3-4bf3-972f-f58e5a7e8a2e,57,Male,HR,10,5234,1,4,No,Executive,0,8,Yes
a44dde63-1f14-4e30-9a0c-90c27da09d7a,49,Female,Finance,6,7283,2,2,Yes,Technician,4,3,No
9f0ee4ff-7565-49c2-9e02-dc4109f564c2,33,Male,Finance,5,10525,3,1,No,Technician,6,2,No
f7561d06-3420-4930-8d5f-d30b4841d9df,28,Female,HR,4,6526,3,1,Yes,Manager,5,8,No
a038492d-65a3-4e15-82e6-3503077013d0,35,Male,Sales,6,6290,4,1,No,Executive,7,5,No
c8346229-4932-4496-ba4f-b0bf2de8397a,35,Male,IT,17,11808,1,1,No,Executive,9,5,No
2c6fb88c-5409-47d8-a0e4-620b8161dce4,22,Female,Marketing,4,2948,1,1,Yes,Manager,4,0,No
7dbddade-75e4-45f3-938a-cdc665e41bf2,53,Male,Finance,19,2756,3,1,No,Technician,7,2,No
0c4adfda-b287-419e-a88a-8a7a87679d32,37,Female,Sales,16,8157,1,3,Yes,Manager,5,0,No
44485f76-7131-4476-9e2e-4850373a34f4,28,Male,Marketing,5,8119,4,3,No,Executive,1,4,Yes
1ea84bb9-64bd-4352-b623-5b475cdf17b9,45,Female,Marketing,0,12331,4,2,No,Executive,9,8,No
d16c06e3-a879-4bc4-bf85-f2dc6ebcbbaa,29,Male,Sales,19,2502,1,4,Yes,Engineer,1,6,No
0868e027-77d0-4d96-b762-724d11a5347a,39,Male,Finance,7,12429,2,4,No,Executive,1,8,No
cf5d0814-16d8-4e03-9d38-a802852b14b2,55,Male,IT,7,7200,2,1,Yes,Engineer,4,8,No
f768a758-9f33-4ca3-84e4-0e06e7d88fe6,23,Male,Marketing,12,2010,1,1,Yes,Manager,1,7,No
37c17aa4-bb9a-4c80-9b9b-3bd27b86b0a0,31,Female,IT,12,14408,2,4,No,Analyst,8,9,No
9b364c6a-23e9-4fb4-a232-725f0c3029d6,53,Male,Finance,12,11394,1,2,Yes,Manager,7,1,No
e1d82c7e-d290-44b4-9bb4-02cb0252d9e1,20,Female,HR,1,3432,3,1,Yes,Technician,7,4,No
5d2053fa-f19e-4353-925b-c4e22d720d66,26,Male,HR,4,6882,1,1,Yes,Analyst,5,3,No
26b22d79-9d24-4535-8f37-1d12553dae5d,30,Female,IT,11,3673,2,4,Yes,Engineer,7,6,No
23bb4c3c-2e79-4fd5-bd6e-04fb12f2261c,42,Male,Finance,2,13654,4,4,Yes,Analyst,4,9,No
a3bf62b3-47d5-4ccf-9e8f-af8293edbcba,51,Male,Sales,19,10581,2,1,Yes,Executive,8,3,Yes
740c5baf-8d9f-45c9-881c-6ddf6b20b38d,31,Male,IT,9,6178,2,2,No,Manager,0,7,No
959d2199-fdff-4986-aeca-351384076617,52,Female,Finance,2,3863,3,1,No,Manager,6,5,No
bf93e3ff-a1bb-48a5-be23-679300958b77,21,Male,IT,18,8340,1,3,Yes,Technician,4,8,Yes
579490cb-de54-4e7e-b929-945acdfe832a,53,Male,Marketing,11,10163,1,4,Yes,Engineer,9,2,No
bfeb818e-6920-49ff-ab79-0b852ff755d7,34,Female,Marketing,1,12625,2,1,No,Engineer,9,3,No
68e3b5c9-3abf-420d-a141-b6ba77d75a23,54,Female,Sales,7,11703,2,3,Yes,Manager,7,7,No
46e19e8c-d331-421a-874e-d63767991a0f,25,Male,HR,16,3139,4,4,No,Technician,1,0,No
a9357daa-4967-482b-9d91-8032f78acbd0,59,Female,HR,16,2371,3,2,No,Engineer,8,9,No
3861b55a-2776-4351-87fa-aecec2bbba82,50,Female,Finance,9,11438,4,3,Yes,Analyst,2,4,No
3d150d6a-d3c3-425b-9af1-b42df913d9a5,53,Male,HR,0,2571,1,2,Yes,Engineer,2,2,Yes
f115ad23-0189-47e0-8eca-07dcdc0ed49e,55,Female,Finance,9,5571,2,3,Yes,Manager,6,1,No
812f102d-df7f-4326-9026-0cce0ac2e906,45,Female,Sales,7,3782,1,3,Yes,Manager,3,7,No
2343de79-62e5-485d-87be-e677d0ac35a6,30,Female,Marketing,4,4744,4,1,No,Executive,7,6,Yes
f5fac372-48c0-44d8-aba3-0a0d8f88c3ea,56,Female,IT,9,10736,4,4,No,Engineer,2,4,No
4730f51f-c59f-4989-8b86-f4c0e4b565fe,24,Male,IT,0,7303,2,2,Yes,Manager,9,3,No
6801c25a-2871-4433-8fec-99b8c6d6b620,55,Male,Sales,0,12641,2,4,No,Technician,7,0,No
24d80e1d-9766-4185-bc3d-51688caed996,39,Female,Marketing,12,2098,2,2,No,Technician,1,9,Yes
87619ad4-9db1-46d8-9553-676fb56f8fd1,56,Male,HR,12,10245,3,1,No,Executive,4,2,No
33c17b18-bc18-486b-8912-54c6c9950c56,44,Female,Sales,4,14604,3,1,Yes,Executive,9,8,No
42bbb134-e3ac-4dae-a7f5-53ae3343624f,46,Male,Sales,9,10067,4,2,Yes,Technician,6,9,No
1b76f91c-4394-48ea-a4a1-f7c3106a3249,51,Male,HR,19,11209,4,4,Yes,Executive,1,5,No
