id_empleado,edad,genero,nivel_educativo,departamento,cumplimiento_kpi,puntaje_productividad,colaboracion_equipo,puntaje_iniciativa,satisfaccion_laboral,balance_trabajo_vida,horas_capacitacion,puntaje_feedback_lider,promocion_ultimos_2_anos,categoria_desempeno
E0034,25,Femenino,Maestría,Marketing,100.17382086285289,82.01274669545244,Medio,58.90370116270746,7.014545530535401,Alto,2.7788931745147814,3.1026892404943065,0,Alto
E0035,46,Femenino,Maestría,Marketing,51.20382604171762,91.97473630934432,Medio,97.94190128173997,3.9624496751865736,Medio,21.049674443602562,1.5829247331275555,0,Medio
E0036,35,Otro,Secundaria,Ventas,88.85607605066133,63.9782019455784,Bajo,38.05533593119905,3.0296243836211834,Medio,20.86660642240094,2.509574829715958,0,Medio
E0037,30,Femenino,Secundaria,TI,68.14285784849997,50.998942092856886,Bajo,39.9148079396955,10.015097341711726,Bajo,35.99253103299207,3.9046506012114843,1,Medio
E0038,47,Femenino,Maestría,Recursos Humanos,87.9269519311937,87.83642281342753,Medio,98.30625727688522,5.998953888039229,Bajo,37.991564865453036,1.6892393081036976,1,Bajo
E0039,23,Otro,Licenciatura,Ventas,77.01390437023306,93.13968545430205,Medio,94.91621354521034,0.9960948911974625,Medio,32.902995935273964,3.4015092522526746,0,Medio
E0040,41,Otro,Licenciatura,TI,66.16244371841839,67.07726316779669,Medio,59.932856575709906,3.0284188071513034,Alto,31.87393637276663,3.798417216314152,0,Alto
E0041,49,Masculino,Maestría,Recursos Humanos,54.8295508450108,52.20556545691008,Bajo,61.88676836776776,1.9615063436036684,Medio,43.249388384135216,2.4157012081771287,0,Alto
E0042,28,Masculino,Maestría,Finanzas,68.09637883371244,55.84991590219023,Alto,68.10575624996783,8.961191045034674,Alto,40.92453524509229,3.7985629836476327,0,Alto
E0043,29,Masculino,Licenciatura,TI,87.00558823711266,92.01557126320387,Alto,74.67118785012786,3.024755023395377,Bajo,39.110826517336214,4.490279549677932,1,Medio
E0044,56,Masculino,Licenciatura,Marketing,77.03440575763454,66.91153960264619,Alto,65.71145917266412,1.984771742569748,Medio,31.85105201537903,2.8851573165865836,0,Alto
E0045,35,Femenino,Licenciatura,Ventas,50.88464836609386,93.11177896927838,Medio,88.9120771797015,3.9976796256161102,Bajo,10.897310099802299,2.4940319408199354,1,Alto
E0046,38,Femenino,Licenciatura,TI,87.4234054625723,86.76858291425697,Alto,60.31466528287772,1.9760769658202533,Medio,0.9529815563368382,2.001942616577783,1,Medio
E0047,57,Femenino,Licenciatura,TI,86.03251898513003,85.98432291954404,Alto,40.08627467181906,1.0735393675456952,Bajo,27.077714963617105,3.403911837343841,1,Bajo
E0048,25,Masculino,Maestría,Marketing,99.98348608908316,81.9297930142567,Medio,31.151060380864024,5.977483947703462,Alto,9.319193164924055,4.52606445984337,0,Medio
E0049,23,Femenino,Maestría,Recursos Humanos,53.143771777744,93.12489161184338,Medio,56.461633442948056,9.980459950774746,Bajo,20.818849532010333,2.3135278185703605,0,Alto
E0050,27,Femenino,Maestría,Finanzas,70.83069017413855,79.96231668700537,Alto,30.825597576950447,7.996639539219824,Alto,15.949829013368154,2.588086843107446,0,Medio
E0051,25,Femenino,Secundaria,Marketing,75.07117327778826,59.93185862677104,Medio,49.92884027080256,9.998097259084313,Medio,24.979917489549482,2.603143895729943,0,Alto
E0052,50,Otro,Maestría,Finanzas,97.92001770006777,53.04108903702505,Medio,86.85537033720499,10.029857506484356,Alto,2.0805929786945456,3.202508643177058,0,Bajo
E0053,39,Femenino,Maestría,Recursos Humanos,91.97612583768581,66.88154089645239,Bajo,34.32071845588411,1.9870015018370508,Medio,5.942984186065773,1.9127426169660586,0,Alto
E0054,47,Masculino,Licenciatura,TI,84.93918714826768,52.981663957367196,Bajo,80.9242497773559,8.961746000736238,Alto,43.00656289175786,4.318259539909422,0,Medio
E0055,55,Femenino,Maestría,Finanzas,62.05612666134155,98.01445900655621,Alto,73.78123317991974,3.0138796791249693,Bajo,7.050026243648395,2.181131790972191,0,Medio
E0056,31,Masculino,Maestría,Ventas,80.80742607435658,83.12330932867037,Medio,49.247883246451515,7.932003620654953,Medio,18.971176185317074,3.805181846322806,0,Bajo
E0057,57,Masculino,Licenciatura,Ventas,65.88447362292716,78.13285028932637,Medio,89.82645321933383,8.025664102242828,Alto,11.01963364780083,3.085843769141429,0,Bajo
E0058,35,Femenino,Licenciatura,Marketing,89.97790498640278,72.84966622860206,Bajo,67.53944228733945,2.9775853754184753,Bajo,33.96546302030164,3.2813091382360686,0,Alto
E0059,52,Masculino,Secundaria,Recursos Humanos,84.89880349363096,71.00475664690924,Medio,49.04712400327625,2.9885628269729714,Bajo,15.903010275507109,1.7064061432650532,0,Alto
E0060,36,Femenino,Licenciatura,Marketing,95.01520783473413,50.97595130304995,Medio,54.013014889137,5.967417254092461,Medio,26.83940066902246,3.8998369788669334,0,Medio
E0061,29,Masculino,Licenciatura,Marketing,68.079931986547,93.16590967347557,Bajo,31.263455683273673,1.0381326309693175,Alto,39.93073282690926,1.806310991931717,0,Bajo
E0062,35,Femenino,Maestría,Marketing,84.0037612296881,54.967800464602796,Alto,60.87493343798725,3.9918647624110353,Medio,8.927228514993956,1.508375564620088,0,Medio
E0063,44,Masculino,Secundaria,Ventas,94.76324367951972,90.86199362923786,Bajo,55.41564080472549,0.9699999714373226,Medio,21.22474807300197,3.2047294935400212,0,Bajo
E0064,42,Otro,Secundaria,Ventas,89.00564813096614,73.94887171535676,Medio,99.19158153097614,2.985657434018053,Bajo,37.2234373581553,3.808207402214878,0,Bajo
E0065,37,Femenino,Licenciatura,Marketing,77.0033559157377,70.04647409944663,Medio,70.36538068770396,8.970816300591702,Bajo,31.848107064454236,1.221812090853673,0,Alto
E0066,39,Masculino,Secundaria,Ventas,49.794348682458754,64.97580228276512,Bajo,95.98828017030019,4.99768263541795,Alto,21.020463780747793,1.2822351225200253,0,Alto
E0067,45,Femenino,Secundaria,Recursos Humanos,91.11542579525536,80.09420253809144,Alto,30.241814499820208,5.022135857665649,Bajo,42.96232560781976,4.205012340935769,0,Bajo
E0068,47,Otro,Secundaria,Marketing,67.12546482875858,62.91752570192199,Alto,80.1198522350044,3.984119944741382,Medio,35.928764545808555,4.197589944612721,0,Medio
E0069,46,Femenino,Secundaria,Ventas,96.82834818572864,88.1493247687587,Alto,33.72213818491005,2.9935337969694165,Alto,12.007024261828267,2.0078787388648967,0,Bajo
E0070,50,Masculino,Secundaria,Finanzas,88.89746868387807,77.14644188364315,Bajo,41.800096253573145,5.003846025538289,Bajo,25.916033229456765,3.502019739022839,1,Bajo
E0071,36,Femenino,Licenciatura,Marketing,82.29613195066561,80.96598142743439,Bajo,48.13347729011971,3.9999119896860007,Medio,13.841699431773424,2.7970918851815263,0,Bajo
E0072,22,Femenino,Licenciatura,Marketing,61.04442335034936,76.93463856056988,Bajo,40.72281098270983,7.990172790600817,Bajo,21.12895310255329,3.518709249279065,1,Medio
E0073,46,Femenino,Maestría,Recursos Humanos,57.10812538804253,99.83349580683772,Medio,77.19582545175923,3.957879718237535,Medio,28.89525878027346,4.493542140136084,0,Bajo
E0074,28,Femenino,Licenciatura,TI,73.3036680465763,97.88170139922343,Alto,53.912455017691286,8.025709433699886,Bajo,42.03177981924933,1.305249194637506,0,Medio
E0075,30,Masculino,Maestría,TI,65.12033641248857,58.025486166257444,Alto,86.17921671167484,6.002331381437897,Medio,39.04033559495336,4.111721718020504,0,Bajo
E0076,45,Masculino,Secundaria,Recursos Humanos,98.64446393209055,93.96646979688022,Alto,63.663260102434904,5.00046489518152,Medio,35.915979710957984,3.0223492101910217,0,Bajo
E0077,22,Femenino,Secundaria,Recursos Humanos,52.72983297398411,71.16764578876662,Alto,34.136182492604895,3.976048588145876,Medio,32.92506996198874,3.292013630070198,0,Bajo
E0078,29,Masculino,Maestría,Recursos Humanos,87.40162780001725,81.03193741339297,Alto,50.76655818651218,4.01676318249171,Medio,43.17513147554663,3.606543108792608,0,Alto
E0079,45,Masculino,Secundaria,TI,93.07943648391334,54.143363601507616,Medio,86.04535514425224,3.9651027204584843,Bajo,32.9480198126626,4.7161068928148895,0,Alto
E0080,32,Otro,Licenciatura,Recursos Humanos,76.18078759829532,72.02606399286984,Bajo,75.73282475035512,9.019455925522838,Medio,46.74842299373279,1.1989976060625982,0,Alto
E0081,38,Femenino,Licenciatura,Ventas,58.12559722431245,53.952645001815526,Medio,83.1696426571687,3.9924900977250584,Medio,34.091200987685426,1.092080732880535,0,Medio
E0082,29,Femenino,Licenciatura,Marketing,95.9591515667884,91.30274298983173,Bajo,32.015028334480995,8.960889704243103,Medio,40.96381453078583,1.7020939026281183,1,Medio
E0083,56,Femenino,Secundaria,Marketing,65.226259828541,81.03547698982167,Bajo,81.97776239747918,9.966910059244094,Bajo,17.991718015163478,4.885882248509882,0,Medio
E0084,56,Femenino,Licenciatura,Finanzas,61.09318114486633,59.0400528080482,Medio,59.9751736366872,6.006361941197128,Medio,7.206354279062112,3.8899920830190196,0,Bajo
E0085,54,Femenino,Licenciatura,Finanzas,80.05664844225997,87.92064344881832,Alto,97.57216938724294,9.987279902352869,Bajo,37.96247985072315,3.5001161659299718,0,Alto
E0086,26,Femenino,Secundaria,Marketing,72.64516435192705,64.01255531207282,Bajo,62.020241902604404,7.031646710578461,Medio,31.987791925722806,1.193468818214776,0,Medio
E0087,49,Masculino,Licenciatura,Ventas,63.013255870331164,56.08182298111723,Alto,78.55765991011823,10.005866703098393,Bajo,43.09989861623431,4.49343315069263,1,Medio
E0088,28,Masculino,Maestría,TI,94.10612936559109,77.93760409519706,Alto,44.791042554498915,2.9673147431751254,Medio,27.131027801549003,4.301871253281074,0,Medio
E0089,30,Femenino,Doctorado,TI,73.98551539087269,95.87282725087442,Medio,67.92382141569011,8.038645070421488,Medio,36.042777625720895,3.6892781055981185,0,Medio
E0090,29,Femenino,Secundaria,Ventas,82.80674570834547,52.014682308323515,Bajo,74.84660978274991,3.000030644211594,Alto,46.97735514206811,2.39657835713975,0,Alto
E0091,33,Masculino,Maestría,TI,51.97097573360108,68.17056785997352,Bajo,75.84774861832658,1.0485360852275907,Alto,24.016664872125872,1.3064173550546545,0,Medio
E0092,55,Masculino,Licenciatura,Recursos Humanos,72.98263374991653,58.94680343739789,Alto,72.66258309387041,10.011621681867673,Bajo,35.04560806308875,3.2995803666686427,0,Medio
E0093,54,Masculino,Licenciatura,Marketing,90.89044461184842,76.95110388726539,Alto,37.64884376047775,4.9787914713079955,Medio,16.0122116246949,3.889395441996661,1,Medio
E0094,44,Masculino,Secundaria,Marketing,58.092412230279464,78.11655061163184,Alto,78.94542947211987,2.0564702834204316,Bajo,22.802103834053206,1.3988421356632605,0,Alto
E0095,45,Femenino,Maestría,Ventas,75.00610436278888,63.96761260250643,Medio,89.01050481085102,10.023611454043122,Medio,20.14628888216182,3.4938809380420324,1,Medio
E0096,58,Masculino,Secundaria,TI,69.02371888945619,84.19136747653025,Bajo,44.355841059875445,5.95799447691884,Medio,1.0165500220682424,2.084690677468008,1,Medio
E0097,56,Femenino,Licenciatura,Finanzas,88.90368261102728,55.06045019877589,Bajo,64.75392464127569,10.0091680226901,Medio,29.99690727822252,4.096380566973129,0,Bajo
E0098,43,Femenino,Secundaria,Finanzas,59.146950483108284,60.933682569016476,Alto,91.8640308753472,9.009861781172773,Medio,42.89953723753865,3.1929351410337583,0,Alto
E0099,48,Femenino,Maestría,TI,67.74809068928613,96.06004233981275,Bajo,97.99688576003098,0.9760547631356442,Medio,31.7752317155299,1.4906234264555038,0,Bajo
E0100,56,Femenino,Maestría,Finanzas,52.187142888286544,86.96756768638691,Medio,70.34278398028549,3.982829899891435,Medio,28.98197185741647,3.092149222462859,0,Medio
E0101,22,Masculino,Maestría,Ventas,72.92547215515044,62.193308502625435,Medio,53.10986778357919,1.0235415658655647,Bajo,10.960899305058803,2.581179893533295,0,Alto
E0102,56,Femenino,Secundaria,Ventas,54.02472246162674,78.20950753036013,Bajo,78.03925739664038,0.9998407973751142,Medio,42.98723751057968,1.6989788459090798,1,Alto
E0103,58,Masculino,Secundaria,TI,52.09128525662784,67.95543188293722,Bajo,46.98458644648161,7.95189376242798,Medio,11.148827134230661,4.417795019853821,0,Medio
E0104,35,Masculino,Licenciatura,Finanzas,75.77854614810816,52.1631574216042,Medio,36.054704193700545,1.9836595563478472,Medio,48.03181488974661,0.9906798737821848,0,Alto
E0105,24,Otro,Licenciatura,Ventas,64.86075474883299,56.95349543165932,Bajo,32.75279906224394,0.9554989692897925,Bajo,22.958457260182417,2.19735829603075,0,Bajo
E0106,22,Masculino,Secundaria,Ventas,97.97286727508997,57.29188799739241,Bajo,97.9306237264199,8.00787994954786,Medio,23.12993005988595,1.103265612809173,0,Alto
E0107,26,Masculino,Licenciatura,Recursos Humanos,63.8267485636979,69.14183800599085,Alto,89.05099733758169,3.9780121779024062,Medio,9.970225369080305,1.3998288250991966,1,Medio
E0108,47,Femenino,Doctorado,Recursos Humanos,84.11629603691294,96.15852673489685,Alto,84.0899904531416,3.000561561565802,Bajo,11.913735116788732,2.181586744093885,0,Medio
E0109,35,Masculino,Maestría,Ventas,60.98634461408262,52.81601710068628,Bajo,45.041060605839505,3.9788684294179233,Medio,25.92851328906193,1.1818421039023608,0,Alto
E0110,48,Femenino,Maestría,TI,90.35386138380412,100.05459905549341,Alto,58.30816333448758,4.984239947157925,Alto,7.086892417148794,3.391965898601253,0,Alto
E0111,30,Masculino,Doctorado,Marketing,93.09488861394483,70.00748650533903,Medio,51.876625969345966,0.9936274342059326,Alto,8.966962000521432,1.2934901667242,1,Bajo
E0112,36,Otro,Secundaria,Marketing,75.10985063153579,52.2788635144385,Medio,42.79582470467424,0.969517062861186,Medio,6.96348673522811,3.779161957159794,0,Alto
E0113,36,Femenino,Licenciatura,Ventas,96.08995478869286,93.72238662338403,Alto,78.19134513039207,2.9358920133569506,Medio,18.858310170932135,1.1795617319983778,1,Bajo
E0114,47,Femenino,Doctorado,Ventas,83.213257684648,56.978647572781206,Alto,62.01770924156615,5.988259869990256,Bajo,7.068447118992644,1.220101550118921,0,Alto
E0115,34,Otro,Secundaria,Ventas,72.06657742094055,72.08566952720295,Alto,53.856594468495885,0.9874684347137801,Alto,7.913984277841265,2.2113240521866215,0,Medio
E0116,53,Masculino,Maestría,TI,80.1385295154914,64.9661316627617,Bajo,49.87425104088793,2.000950954287053,Bajo,6.108578946722232,4.614254249088331,0,Bajo
E0117,53,Otro,Licenciatura,Recursos Humanos,99.06131908802827,61.94810609132715,Bajo,45.991147552347556,7.024724528303134,Alto,13.120297536442976,3.5845381333377326,0,Medio
E0118,25,Masculino,Licenciatura,Ventas,69.03462108257763,51.843142555200146,Alto,52.26484088561257,1.0370116580627877,Medio,27.107868241817794,4.096490541199425,0,Medio
E0119,51,Femenino,Licenciatura,Ventas,61.136347083638526,96.99473179768844,Medio,86.3489042588477,6.997121754193312,Medio,1.0778600436625063,1.6042715068530484,0,Medio
E0120,58,Masculino,Maestría,Finanzas,71.9977734348362,57.799271187452824,Bajo,86.992174837062,3.967870679666716,Alto,42.09386979507561,4.304598083529628,0,Bajo
E0121,44,Femenino,Maestría,TI,52.920993078654554,62.99167066858509,Alto,43.08146313665265,10.056501844353793,Bajo,7.242583417013997,1.004884243563066,0,Bajo
E0122,36,Masculino,Secundaria,Ventas,72.00513102294565,62.008334568737794,Alto,49.19110561374711,6.011907479279462,Medio,11.85723429845821,1.890656778755669,0,Alto
E0123,50,Femenino,Maestría,Finanzas,96.98620723579603,55.695008525825465,Alto,58.76921338361213,7.979306746873205,Medio,19.921340589563712,3.495942839866439,0,Bajo
E0124,57,Femenino,Secundaria,Marketing,97.1598935158428,63.71690653434771,Medio,48.180706545042625,9.052185382178385,Bajo,46.12653884724455,2.5060192678342794,0,Medio
E0125,34,Otro,Licenciatura,Ventas,49.794636333445766,55.86374176391363,Alto,81.88281014160394,5.992245601348753,Medio,27.16905582046261,4.899451037362091,0,Medio
E0126,53,Masculino,Licenciatura,Ventas,73.88161382791256,87.18660676051078,Bajo,85.17872335511711,9.001420654913016,Medio,33.91213764036912,1.10170586910861,0,Bajo
E0127,28,Femenino,Licenciatura,Finanzas,51.089016980191204,83.04605109388312,Bajo,52.02344724578839,3.972520327634504,Medio,22.21633927043434,5.006507005407487,0,Medio
E0128,43,Femenino,Licenciatura,TI,79.12152992238984,90.15191637630683,Medio,90.8293268250143,5.9529078421383,Bajo,44.839166866999555,3.4976409071497248,0,Medio
E0129,49,Masculino,Maestría,Ventas,51.93700966326309,71.07117691474761,Bajo,61.90091992889179,8.02605936159947,Alto,13.949551323189544,3.21668445645722,1,Medio
E0130,23,Masculino,Maestría,Marketing,69.87172211253817,72.82164601944491,Medio,46.863569801781196,8.997128726365961,Bajo,1.1352810981075094,1.1828367006371785,0,Medio
E0131,27,Masculino,Licenciatura,Ventas,73.94044993616727,98.17064441348647,Medio,62.00828829420155,2.9958141334261863,Bajo,11.083746849873114,2.101541422299761,0,Medio
E0132,49,Femenino,Secundaria,Marketing,68.79949035764578,85.9643725593287,Medio,61.14902853087386,2.0371099031752142,Medio,35.0496669220536,4.689382087773914,1,Medio
E0133,49,Femenino,Maestría,Recursos Humanos,98.00900694092451,93.07210429829617,Bajo,89.96882454433285,5.982875854296192,Bajo,1.925778664820376,2.3850899515524047,1,Alto
E0134,41,Femenino,Maestría,Recursos Humanos,71.10806115122436,50.07914330723065,Bajo,83.35193436773949,4.014875725886128,Bajo,4.265126515810682,3.5934043956009902,0,Bajo
E0135,51,Masculino,Maestría,Marketing,69.87030912548877,59.23053262514682,Medio,46.07506218403069,0.9834109391635628,Alto,1.7810361228353075,4.996892200939375,1,Alto
E0136,32,Masculino,Secundaria,TI,81.92400337836372,92.02481546985972,Medio,48.183773363932396,8.013784397477245,Medio,45.98103299848902,2.105907893252174,0,Medio
E0137,49,Masculino,Secundaria,Ventas,86.92069901445852,64.88970613030288,Alto,98.75988421333527,9.012723029125965,Bajo,18.050901613103765,3.3052917528612356,0,Alto
E0138,46,Otro,Secundaria,Ventas,64.06511575540337,95.01866338309844,Alto,62.93493573714532,9.037709247118286,Bajo,1.0454659067140664,3.80171225891199,0,Medio
E0139,54,Masculino,Secundaria,Recursos Humanos,95.11892565900108,57.06472881732683,Medio,53.9054915422701,2.0396324829808603,Medio,43.088680040637534,1.7018587812647095,0,Medio
E0140,22,Masculino,Licenciatura,Marketing,63.94351430661702,98.0979911002678,Alto,96.85796586782239,9.03801532250711,Alto,35.71879999820626,1.6137696253116875,0,Alto
E0141,48,Masculino,Maestría,Ventas,95.10398434747944,74.04412578931945,Bajo,39.898958433474675,7.054524462574821,Medio,16.08719266189919,2.8054179252482716,1,Bajo
E0142,34,Femenino,Licenciatura,Ventas,73.84363359560318,99.14681185674506,Bajo,44.83867357557832,4.999333213225817,Bajo,13.112173709982581,2.488870600263841,1,Bajo
E0143,24,Otro,Secundaria,TI,70.10638756359315,60.94650811634337,Alto,90.00257719091124,7.028013531343731,Bajo,26.84822469029568,3.911436191663908,0,Bajo
E0144,27,Femenino,Secundaria,Finanzas,73.11797474618457,74.0005145430051,Medio,35.77694732378363,8.994653647558495,Bajo,26.069115437473517,1.2983494197725278,0,Alto
E0145,29,Femenino,Secundaria,Recursos Humanos,54.30312558540969,66.2217986443805,Alto,44.9978111086934,8.073861925345915,Bajo,8.90221633701111,4.911916614274909,0,Medio
E0146,48,Femenino,Secundaria,Recursos Humanos,55.02579479217516,74.96057642736282,Medio,44.87122800112217,6.03150858677551,Medio,2.0767055323590564,1.1070090346427364,0,Medio
E0147,30,Masculino,Secundaria,Finanzas,98.22511678418005,95.07057378383212,Alto,69.16381206664006,3.9671076263845846,Bajo,34.99206881282868,3.3961658437052664,0,Alto
E0148,58,Otro,Secundaria,Ventas,92.03964568928852,97.0865014311407,Medio,41.30935953956723,1.010900441122582,Medio,36.93496141402071,3.3044226284133518,0,Medio
E0149,54,Femenino,Maestría,TI,96.93325286458497,62.93507872205492,Medio,63.991506187016725,6.012043037785757,Medio,23.901782398881295,1.4995273556382738,1,Alto
E0150,45,Femenino,Doctorado,TI,93.23313218224709,90.13696489865954,Medio,50.09214002034925,3.042891796193078,Alto,21.097408004208997,1.5805646614708142,0,Medio
E0151,36,Femenino,Licenciatura,Recursos Humanos,96.05055072523245,85.14026596938157,Alto,79.14617888814115,6.01102279821733,Alto,46.98158772880069,4.198481472348151,0,Alto
E0152,53,Femenino,Licenciatura,TI,71.78686290189074,72.01182881675867,Medio,72.23806646970242,6.0092530469641945,Medio,38.04735539022132,4.597791826916308,0,Bajo
E0153,53,Femenino,Maestría,Finanzas,53.06586756367537,92.11972508003002,Alto,45.9976642926045,4.047602363074939,Medio,45.964514970184965,2.0952481434946897,0,Bajo
E0154,45,Otro,Secundaria,Ventas,76.16878385965674,54.886673102621515,Bajo,61.274927017293265,1.9394238429596509,Medio,28.99931221790363,2.801607483999013,1,Medio
E0155,33,Otro,Secundaria,Finanzas,67.15331383683767,96.02696359691151,Bajo,70.13214926214867,9.01898937252777,Medio,19.984299245185408,2.385605274482778,0,Medio
E0156,23,Femenino,Maestría,Marketing,69.91200756606557,53.916245275132766,Medio,35.13818331840699,1.9970056418615478,Medio,28.9649634180921,1.3169777160973568,0,Medio
E0157,24,Femenino,Secundaria,Recursos Humanos,77.07826454465545,92.24129916866225,Medio,55.841976792879926,2.948147907480904,Medio,27.004391689422807,3.7140946699809536,0,Medio
E0158,58,Masculino,Licenciatura,TI,84.26458713098856,74.31115342818215,Alto,48.99185175962781,10.018481602319165,Alto,29.97221529849271,4.30332993307047,0,Bajo
E0159,38,Femenino,Licenciatura,Marketing,71.250697052488,67.16353155962163,Medio,53.66828311795977,0.9954935487567362,Alto,25.03877215747882,2.194292603134325,0,Medio
